"win","is_home","runs_scored","runs_allowed","run_diff","early_runs","middle_runs","late_runs","scored_first","led_after_3","led_after_6","AB","H","BB","SO","double","triple","HR","extra_base_hits","power_score","run_per_hit","offense_pressure_score","innings_pitched","hits_allowed","bb_allowed","hr_allowed","so_pitched","whip_like","strikeout_walk_ratio","run_prevention_score"
"win","home",7,0,7,3,1,3,"yes","yes","yes",32,10,3,8,4,1,1,6,9,0.7,12,9,6,5,0,6,1.22222222222222,1.2,1
"loss","away",0,7,-7,0,0,0,"no","no","no",32,6,5,6,1,0,0,1,1,0,3,8,10,3,1,8,1.625,2.66666666666667,-3
"win","home",4,2,2,4,0,0,"no","yes","yes",30,7,3,6,2,0,0,2,2,0.571428571428571,6,9,7,1,0,2,0.888888888888889,2,-1
"loss","away",2,4,-2,1,0,1,"yes","no","no",32,7,1,2,0,0,0,0,0,0.285714285714286,2,8,7,3,0,6,1.25,2,-1
"loss","home",3,6,-3,2,1,0,"no","no","no",21,7,3,5,0,0,1,1,3,0.428571428571429,4.5,5,8,4,1,5,2.4,1.25,-6
"win","away",6,3,3,5,1,0,"yes","yes","yes",22,8,4,5,2,0,1,3,5,0.75,10.5,5,7,3,1,5,2,1.66666666666667,-2
"win","home",12,1,11,5,3,4,"yes","yes","yes",42,16,5,5,1,2,1,4,8,0.75,18.5,9,7,2,0,9,1,4.5,6
"loss","away",1,12,-11,0,0,1,"no","no","no",34,7,2,9,2,0,0,2,2,0.142857142857143,0.5,8,16,5,1,5,2.625,1,-13
"loss","home",1,5,-4,0,1,0,"no","no","no",31,4,1,5,2,0,0,2,2,0.25,1.5,9,8,2,0,1,1.11111111111111,0.5,-6
"win","away",5,1,4,1,0,4,"yes","yes","no",34,8,2,1,3,0,0,3,3,0.625,9.5,9,4,1,0,5,0.555555555555556,5,3
"win","home",4,2,2,2,2,0,"yes","no","yes",30,5,2,6,1,0,0,1,1,0.8,4,9,7,4,0,6,1.22222222222222,1.5,0
"loss","away",2,4,-2,2,0,0,"no","no","no",31,7,4,6,2,0,0,2,2,0.285714285714286,5,8,5,2,0,6,0.875,3,0
"win","home",7,6,1,0,0,7,"no","no","no",37,12,5,2,2,1,0,3,4,0.583333333333333,14,9,11,3,0,4,1.55555555555556,1.33333333333333,-5
"loss","away",6,7,-1,4,2,0,"yes","yes","yes",36,11,3,4,2,1,0,3,4,0.545454545454545,10,8.66666666666667,12,5,0,2,1.96153846153846,0.4,-10
"loss","home",1,1,0,1,0,0,"no","no","no",33,8,1,3,1,0,0,1,1,0.125,1.5,10,5,3,0,10,0.8,3.33333333333333,6
"loss","away",1,1,0,1,0,0,"no","no","no",34,5,3,10,0,0,0,0,0,0.2,-1,9.33333333333333,8,1,0,3,0.964285714285714,3,1
"loss","away",1,7,-6,1,0,0,"yes","yes","no",34,7,4,6,2,0,1,3,5,0.142857142857143,5,8,10,6,0,2,2,0.333333333333333,-11
"win","home",7,1,6,0,3,4,"no","no","yes",29,10,6,2,2,0,0,2,2,0.7,14,9,7,4,1,6,1.22222222222222,1.5,0
"win","home",6,1,5,6,0,0,"yes","yes","yes",32,9,2,10,4,0,1,5,7,0.666666666666667,8,9,8,1,0,6,1,6,4
"loss","away",1,6,-5,0,1,0,"no","no","no",34,8,1,6,3,0,0,3,3,0.125,2,8,9,2,1,10,1.375,5,1
"win","home",3,2,1,1,1,1,"yes","yes","yes",27,6,4,4,0,0,0,0,0,0.5,5,9,7,2,0,7,1,3.5,3
"loss","away",2,3,-1,0,0,2,"no","no","no",34,7,2,7,1,1,0,2,3,0.285714285714286,2.5,8,6,4,0,4,1.25,1,-3
"loss","home",0,1,-1,0,0,0,"no","no","no",28,6,3,5,0,0,0,0,0,0,0.5,9,7,2,0,6,1,3,3
"win","away",1,0,1,0,1,0,"yes","no","yes",31,7,2,6,1,1,0,2,3,0.142857142857143,2,9,6,3,0,5,1,1.66666666666667,2
"loss","home",6,10,-4,2,4,0,"no","no","yes",41,13,3,11,1,1,0,2,3,0.461538461538462,5.5,9,12,3,1,8,1.66666666666667,2.66666666666667,-6
"win","away",10,6,4,5,0,5,"yes","yes","no",37,12,3,8,0,1,1,2,5,0.833333333333333,11,9,13,3,0,11,1.77777777777778,3.66666666666667,2
"win","home",6,2,4,3,3,0,"yes","yes","yes",30,6,2,8,0,1,2,3,8,1,7,9,7,4,1,8,1.22222222222222,2,1
"loss","away",2,6,-4,0,2,0,"no","no","no",35,7,4,8,1,0,1,2,4,0.285714285714286,4,8,6,2,2,8,1,4,-2
"loss","home",5,6,-1,3,2,0,"yes","yes","no",31,6,5,6,2,0,1,3,5,0.833333333333333,10,9,7,1,0,8,0.888888888888889,8,1
"win","away",6,5,1,0,6,0,"no","no","yes",34,7,1,8,1,0,0,1,1,0.857142857142857,4,9,6,5,1,6,1.22222222222222,1.2,-5
"loss","home",5,8,-3,3,0,2,"no","yes","no",35,9,2,6,0,0,1,1,3,0.555555555555556,5,9,13,4,1,6,1.88888888888889,1.5,-7
"win","away",8,5,3,2,3,3,"no","no","yes",36,13,4,6,1,0,1,2,4,0.615384615384615,11,9,9,2,1,6,1.22222222222222,3,-2
"loss","home",1,3,-2,0,1,0,"yes","no","yes",34,8,2,9,1,0,0,1,1,0.125,-0.5,9,6,1,0,13,0.777777777777778,13,9
"win","away",3,1,2,0,0,3,"no","no","no",33,6,1,13,2,1,0,3,4,0.5,0.5,9,8,2,0,9,1.11111111111111,4.5,6
"win","away",4,0,4,2,2,0,"yes","yes","yes",33,7,0,2,2,0,1,3,5,0.571428571428571,6,9,4,0,0,6,0.444444444444444,6,6
"loss","home",0,4,-4,0,0,0,"no","no","no",31,4,0,6,1,0,0,1,1,0,-2,9,7,0,1,2,0.777777777777778,2,-3
"win","away",1,0,1,0,0,1,"yes","no","no",32,6,3,6,2,0,0,2,2,0.166666666666667,3,9,7,0,0,7,0.777777777777778,7,7
"loss","home",0,1,-1,0,0,0,"no","no","no",32,7,0,7,0,0,0,0,0,0,-3.5,9,6,3,0,6,1,2,2
"loss","home",3,7,-4,0,1,2,"no","no","no",36,6,5,11,1,1,0,2,3,0.5,4.5,10,13,3,1,7,1.6,2.33333333333333,-4
"win","away",7,3,4,1,2,0,"yes","yes","yes",41,13,3,7,3,0,1,4,6,0.538461538461538,10.5,10,6,5,0,11,1.1,2.2,3
"win","away",4,2,2,1,0,0,"yes","yes","yes",35,7,4,4,1,0,0,1,1,0.571428571428571,7,10,6,4,0,3,1,0.75,-3
"loss","home",2,4,-2,0,0,1,"no","no","no",32,6,4,3,1,0,0,1,1,0.333333333333333,5.5,10,7,4,0,4,1.1,1,-4
"win","away",8,5,3,2,0,6,"yes","yes","no",34,12,5,6,4,0,2,6,10,0.666666666666667,16,9,12,3,2,6,1.66666666666667,2,-4
"loss","home",5,8,-3,0,2,3,"no","no","no",39,12,3,6,1,0,2,3,7,0.416666666666667,8,9,12,5,2,6,1.88888888888889,1.2,-9
"loss","home",1,11,-10,1,0,0,"no","no","no",33,6,5,7,2,0,0,2,2,0.166666666666667,4.5,9,17,7,0,9,2.66666666666667,1.28571428571429,-9
"win","away",11,1,10,3,5,3,"yes","yes","yes",45,17,7,9,2,0,0,2,2,0.647058823529412,15.5,9,6,5,0,7,1.22222222222222,1.4,1
"win","home",3,2,1,1,0,1,"yes","yes","yes",38,10,1,12,1,1,0,2,3,0.3,0,11,6,7,0,6,1.18181818181818,0.857142857142857,-3
"loss","away",2,3,-1,0,0,2,"no","no","no",36,6,7,6,1,1,0,2,3,0.333333333333333,8,10,10,1,0,12,1.1,12,8
"loss","home",3,12,-9,3,0,0,"yes","yes","yes",30,5,2,11,2,0,0,2,2,0.6,1.5,9,17,3,0,11,2.22222222222222,3.66666666666667,-4
"win","away",12,3,9,0,1,11,"no","no","no",40,17,3,11,2,1,0,3,4,0.705882352941177,12.5,9,5,2,0,11,0.777777777777778,5.5,6
"loss","home",0,10,-10,0,0,0,"no","no","no",34,7,2,12,0,0,0,0,0,0,-4,9,19,4,1,8,2.55555555555556,2,-7
"win","away",10,0,10,2,3,5,"yes","yes","yes",43,19,4,8,5,0,1,6,8,0.526315789473684,16,9,7,2,0,12,1,6,10
"loss","away",4,10,-6,2,2,0,"no","yes","no",28,6,7,9,1,0,0,1,1,0.666666666666667,7.5,8,9,3,1,6,1.5,2,-8
"win","home",10,4,6,1,4,5,"yes","no","yes",35,9,3,6,1,1,1,3,6,1.11111111111111,13,9,6,7,0,9,1.44444444444444,1.28571428571429,-2
"loss","away",0,9,-9,0,0,0,"no","no","no",34,8,0,11,1,0,0,1,1,0,-4.5,8,19,5,0,5,3,1,-9
"win","home",9,0,9,5,3,1,"yes","yes","yes",39,19,5,5,1,3,0,4,7,0.473684210526316,15.5,9,8,0,0,11,0.888888888888889,11,11
"win","away",6,2,4,2,3,1,"yes","yes","yes",38,15,5,2,2,0,0,2,2,0.4,12,9,6,2,0,4,0.888888888888889,2,0
"loss","home",2,6,-4,0,0,2,"no","no","no",32,6,2,4,1,0,0,1,1,0.333333333333333,3,9,15,5,0,2,2.22222222222222,0.4,-9
"win","away",3,2,1,0,3,0,"yes","no","yes",31,5,6,4,0,0,0,0,0,0.6,7,9,9,4,1,9,1.44444444444444,2.25,2
"loss","home",2,3,-1,0,0,2,"no","no","no",33,9,4,9,0,0,1,1,3,0.222222222222222,2.5,9,5,6,0,4,1.22222222222222,0.666666666666667,-5
"loss","home",0,3,-3,0,0,0,"no","no","no",28,3,2,4,2,0,0,2,2,0,2,9,7,2,1,6,1,3,0
"win","away",3,0,3,2,1,0,"yes","yes","yes",33,7,2,6,1,0,1,2,4,0.428571428571429,4,9,3,2,0,4,0.555555555555556,2,2
"loss","away",1,3,-2,0,0,1,"no","no","no",29,4,5,11,1,0,0,1,1,0.25,1.5,8,6,3,0,8,1.125,2.66666666666667,2
"win","home",3,1,2,3,0,0,"yes","yes","yes",27,6,3,8,2,0,0,2,2,0.5,4,9,4,5,0,11,1,2.2,5
"loss","away",0,3,-3,0,0,0,"no","no","no",29,1,4,2,0,0,0,0,0,0,3,8,10,2,2,6,1.5,3,-1
"win","home",3,0,3,1,1,1,"yes","yes","yes",34,10,2,6,0,0,2,2,6,0.3,4,9,1,4,0,2,0.555555555555556,0.5,-2
"win","home",3,2,1,1,0,1,"yes","yes","no",35,7,6,5,2,0,0,2,2,0.428571428571429,8.5,12,8,5,1,13,1.08333333333333,2.6,5
"loss","away",2,3,-1,0,1,1,"no","no","no",42,8,5,13,0,0,1,1,3,0.25,1.5,11.3333333333333,7,6,0,5,1.14705882352941,0.833333333333333,-4
"loss","away",1,7,-6,1,0,0,"no","no","no",34,10,1,0,0,0,0,0,0,0.1,2,8,11,2,1,4,1.625,2,-6
"win","home",7,1,6,2,3,2,"no","yes","yes",34,11,2,4,2,0,1,3,5,0.636363636363636,10,9,10,1,0,0,1.22222222222222,0,-2
"win","away",8,0,8,1,6,1,"yes","yes","yes",37,12,4,7,2,0,0,2,2,0.666666666666667,10.5,9,6,2,0,5,0.888888888888889,2.5,3
"loss","home",0,8,-8,0,0,0,"no","no","no",31,6,2,5,1,0,0,1,1,0,0.5,9,12,4,0,7,1.77777777777778,1.75,-5
"win","home",7,4,3,2,2,3,"yes","yes","yes",31,11,2,3,1,0,1,2,4,0.636363636363636,9.5,9,7,0,2,5,0.777777777777778,5,-1
"loss","away",4,7,-3,0,3,1,"no","no","no",34,7,0,5,2,0,2,4,8,0.571428571428571,5.5,8,11,2,1,3,1.625,1.5,-7
"win","away",3,1,2,1,0,2,"no","no","no",35,8,4,12,1,0,0,1,1,0.375,2,9,8,3,0,5,1.22222222222222,1.66666666666667,1
"loss","home",1,3,-2,1,0,0,"yes","no","no",32,8,3,5,1,0,0,1,1,0.125,2.5,9,8,4,0,12,1.33333333333333,3,5
"win","away",2,1,1,1,1,0,"yes","yes","yes",36,10,3,8,2,0,0,2,2,0.2,3,9,10,0,0,5,1.11111111111111,5,4
"loss","home",1,2,-1,0,1,0,"no","no","no",34,10,0,5,3,0,0,3,3,0.1,1.5,9,10,3,0,8,1.44444444444444,2.66666666666667,3
"loss","home",2,6,-4,0,1,1,"no","no","no",33,7,4,8,2,0,1,3,5,0.285714285714286,5,9,12,0,0,4,1.33333333333333,4,-2
"win","away",6,2,4,1,0,5,"yes","yes","no",35,12,0,4,3,0,0,3,3,0.5,7,9,7,4,1,8,1.22222222222222,2,1
"loss","away",1,4,-3,1,0,0,"yes","no","no",32,7,1,8,1,1,1,3,6,0.142857142857143,1,8,7,3,1,4,1.25,1.33333333333333,-4
"win","home",4,1,3,1,1,2,"no","no","yes",29,7,3,4,0,0,1,1,3,0.571428571428571,6,9,7,1,1,8,0.888888888888889,8,5
"loss","away",5,10,-5,1,1,3,"no","no","no",33,8,3,11,1,0,0,1,1,0.625,3.5,8,14,3,3,7,2.125,2.33333333333333,-9
"win","home",10,5,5,2,0,8,"yes","yes","no",39,14,3,7,0,0,3,3,9,0.714285714285714,12.5,9,8,3,0,11,1.22222222222222,3.66666666666667,3
"loss","home",1,2,-1,1,0,0,"no","no","no",32,8,2,5,0,0,1,1,3,0.125,1.5,9,8,2,0,5,1.11111111111111,2.5,1
"win","away",2,1,1,2,0,0,"yes","yes","yes",33,8,2,5,1,0,0,1,1,0.25,2.5,9,8,2,1,5,1.11111111111111,2.5,1
"loss","away",5,6,-1,5,0,0,"yes","yes","no",40,14,2,4,2,1,1,4,7,0.357142857142857,9,8,11,3,1,2,1.75,0.666666666666667,-8
"win","home",6,5,1,0,6,0,"no","no","yes",34,11,3,2,5,0,1,6,8,0.545454545454545,14,9,14,2,1,4,1.77777777777778,2,-4
"win","away",11,2,9,5,5,1,"yes","yes","yes",45,18,2,5,2,1,1,4,7,0.611111111111111,14.5,9,5,3,0,8,0.888888888888889,2.66666666666667,3
"loss","home",2,11,-9,0,1,1,"no","no","no",31,5,3,8,2,0,0,2,2,0.4,3,9,18,2,1,5,2.22222222222222,2.5,-9
"loss","home",3,5,-2,1,0,2,"no","no","no",37,11,5,5,2,0,0,2,2,0.272727272727273,7.5,9,9,7,0,2,1.77777777777778,0.285714285714286,-10
"win","away",5,3,2,1,0,4,"yes","no","no",32,9,7,2,3,1,0,4,5,0.555555555555556,15,9,11,5,0,5,1.77777777777778,1,-3
"loss","away",3,4,-1,1,2,0,"yes","yes","no",32,7,1,9,0,0,1,1,3,0.428571428571429,0.5,8,14,2,0,6,2,3,0
"win","home",4,3,1,0,3,1,"no","no","no",35,14,2,6,1,0,0,1,1,0.285714285714286,4,9,7,1,1,9,0.888888888888889,9,4
"loss","away",2,3,-1,0,1,1,"no","no","no",32,3,1,6,1,0,0,1,1,0.666666666666667,1,9.33333333333333,9,3,0,8,1.28571428571429,2.66666666666667,2
"win","home",3,2,1,0,1,1,"yes","no","no",34,9,3,8,5,0,0,5,5,0.333333333333333,7,10,3,1,0,6,0.4,6,3
"win","home",7,6,1,4,0,0,"yes","yes","yes",41,9,3,8,0,0,2,2,6,0.777777777777778,8,12,11,4,0,11,1.25,2.75,1
"loss","away",6,7,-1,0,0,4,"no","no","no",44,11,4,11,1,1,0,2,3,0.545454545454545,6.5,11,9,3,2,8,1.09090909090909,2.66666666666667,-4
"loss","home",4,11,-7,2,1,1,"no","no","no",36,10,3,6,2,1,1,4,7,0.4,8,9,15,6,1,9,2.33333333333333,1.5,-9
"win","away",11,4,7,11,0,0,"yes","yes","yes",41,15,6,9,1,1,1,3,6,0.733333333333333,15.5,9,10,3,1,6,1.44444444444444,2,-2
"loss","away",0,1,-1,0,0,0,"no","no","no",30,4,0,8,0,0,0,0,0,0,-4,8,6,1,0,4,0.875,4,2
"win","home",1,0,1,1,0,0,"yes","yes","yes",26,6,1,4,1,0,0,1,1,0.166666666666667,1,9,4,0,0,8,0.444444444444444,8,8
"loss","away",3,4,-1,0,1,1,"no","no","no",41,9,6,9,1,0,0,1,1,0.333333333333333,5.5,10.3333333333333,8,8,0,6,1.54838709677419,0.75,-6
"win","home",4,3,1,1,0,1,"yes","yes","no",32,8,8,6,1,0,0,1,1,0.5,10,11,9,6,0,9,1.36363636363636,1.5,0
"loss","home",2,4,-2,0,2,0,"no","no","no",33,7,4,10,0,0,1,1,3,0.285714285714286,2,9,7,2,2,7,1,3.5,-1
"win","away",4,2,2,1,2,1,"yes","yes","yes",31,7,2,7,1,0,2,3,7,0.571428571428571,5.5,9,7,4,1,10,1.22222222222222,2.5,3
"loss","away",3,5,-2,3,0,0,"yes","yes","no",34,9,3,5,1,0,0,1,1,0.333333333333333,4.5,8,8,5,0,7,1.625,1.4,-3
"win","home",5,3,2,2,3,0,"no","no","yes",29,8,5,7,1,0,0,1,1,0.625,7.5,9,9,3,0,5,1.33333333333333,1.66666666666667,-1
"loss","away",1,2,-1,0,0,1,"no","no","no",31,5,5,9,0,0,0,0,0,0.2,1.5,8,9,1,0,7,1.25,7,4
"win","home",2,1,1,0,2,0,"yes","no","yes",33,9,1,7,1,0,0,1,1,0.222222222222222,0.5,9,5,5,0,9,1.11111111111111,1.8,3
"loss","home",2,10,-8,1,1,0,"yes","yes","no",34,9,2,11,0,0,0,0,0,0.222222222222222,-1.5,9,15,2,2,9,1.88888888888889,4.5,-5
"win","away",10,2,8,0,6,4,"no","no","yes",42,15,2,9,5,0,2,7,11,0.666666666666667,14.5,9,9,2,0,11,1.22222222222222,5.5,7
"win","away",4,2,2,2,2,0,"no","yes","yes",33,8,6,8,0,0,0,0,0,0.5,6,9,9,3,1,5,1.33333333333333,1.66666666666667,-1
"loss","home",2,4,-2,1,1,0,"no","no","no",32,9,3,5,1,1,1,3,6,0.222222222222222,5.5,9,8,6,0,8,1.55555555555556,1.33333333333333,-2
"loss","home",6,17,-11,0,1,5,"yes","no","no",41,15,5,10,1,0,0,1,1,0.4,7,9,15,2,1,8,1.88888888888889,4,-12
"win","away",17,6,11,0,9,8,"no","no","yes",43,15,2,8,4,1,1,6,9,1.13333333333333,21,9,15,5,0,10,2.22222222222222,2,-1
"loss","away",4,10,-6,2,0,2,"no","no","no",34,7,7,8,2,0,0,2,2,0.571428571428571,9,8,15,6,0,1,2.625,0.166666666666667,-15
"win","home",10,4,6,5,5,0,"yes","yes","yes",37,15,6,1,1,0,0,1,1,0.666666666666667,16.5,9,7,7,0,8,1.55555555555556,1.14285714285714,-3
"loss","away",1,2,-1,0,1,0,"yes","no","yes",31,5,2,7,1,0,0,1,1,0.2,0.5,8,8,2,0,10,1.25,5,6
"win","home",2,1,1,0,0,2,"no","no","no",32,8,2,10,2,0,0,2,2,0.25,1,9,5,2,0,7,0.777777777777778,3.5,4
"loss","home",1,4,-3,0,1,0,"no","no","no",30,5,5,5,2,0,0,2,2,0.2,5.5,9,11,3,0,7,1.55555555555556,2.33333333333333,0
"win","away",4,1,3,0,1,3,"no","no","no",37,11,3,7,2,0,0,2,2,0.363636363636364,5.5,9,5,5,0,5,1.11111111111111,1,-1
"win","away",5,1,4,2,0,3,"no","yes","yes",34,8,4,4,0,0,0,0,0,0.625,7,9,5,0,0,5,0.555555555555556,5,4
"loss","home",1,5,-4,1,0,0,"yes","no","no",31,5,0,5,1,0,0,1,1,0.2,-0.5,9,8,4,0,4,1.33333333333333,1,-5
"loss","home",0,1,-1,0,0,0,"no","no","no",28,3,4,9,1,0,0,1,1,0,0.5,9,8,1,1,4,1,4,1
"win","away",1,0,1,1,0,0,"yes","yes","yes",31,8,1,4,3,0,1,4,6,0.125,4,9,3,4,0,9,0.777777777777778,2.25,5
"loss","away",3,9,-6,0,0,3,"no","no","no",36,9,0,10,2,0,0,2,2,0.333333333333333,0,8,15,5,0,8,2.5,1.6,-6
"win","home",9,3,6,7,2,0,"yes","yes","yes",40,15,5,8,3,1,0,4,5,0.6,14,9,9,0,0,10,1,10,7
"loss","away",2,3,-1,0,2,0,"no","no","yes",29,4,4,9,0,0,0,0,0,0.5,1.5,8,7,0,0,3,0.875,3,0
"win","home",3,2,1,0,1,2,"yes","no","no",31,7,0,3,1,0,0,1,1,0.428571428571429,2.5,9,4,4,0,9,0.888888888888889,2.25,3
"win","home",5,4,1,1,2,2,"no","no","no",32,8,4,13,4,0,1,5,7,0.625,7.5,9,6,5,0,9,1.22222222222222,1.8,0
"loss","away",4,5,-1,2,2,0,"no","yes","yes",30,6,5,9,0,0,0,0,0,0.666666666666667,4.5,8,8,4,1,13,1.5,3.25,3
"win","away",3,0,3,3,0,0,"yes","yes","yes",30,6,2,6,1,0,1,2,4,0.5,4,9,3,1,0,12,0.444444444444444,12,11
"loss","home",0,3,-3,0,0,0,"no","no","no",30,3,1,12,1,0,0,1,1,0,-4,9,6,2,1,6,0.888888888888889,3,0
"loss","away",0,7,-7,0,0,0,"no","no","no",35,9,5,11,0,0,0,0,0,0,-0.5,8,10,3,1,1,1.625,0.333333333333333,-10
"win","home",7,0,7,4,3,0,"yes","yes","yes",33,10,3,1,1,0,1,2,4,0.7,11.5,9,9,5,0,11,1.55555555555556,2.2,6
"win","home",8,7,1,3,1,1,"no","no","no",42,13,3,5,1,0,3,4,10,0.615384615384615,12.5,11,8,4,0,12,1.09090909090909,3,1
"loss","away",7,8,-1,4,0,1,"no","yes","no",37,8,4,12,5,0,0,5,5,0.875,10,10.6666666666667,13,3,3,5,1.5,1.66666666666667,-9
"loss","away",3,5,-2,3,0,0,"yes","yes","no",33,7,4,5,0,0,0,0,0,0.428571428571429,4.5,8,13,4,0,8,2.125,2,-1
"win","home",5,3,2,1,3,1,"no","no","yes",36,13,4,8,4,0,0,4,4,0.384615384615385,9,9,7,4,0,5,1.22222222222222,1.25,-2
"loss","home",0,1,-1,0,0,0,"no","no","no",32,6,2,12,0,0,0,0,0,0,-4,10,6,1,0,7,0.7,7,5
"win","away",1,0,1,0,0,0,"yes","no","no",35,6,1,7,0,0,0,0,0,0.166666666666667,-1.5,10,6,2,0,12,0.8,6,10
"loss","away",3,4,-1,0,3,0,"yes","no","no",33,8,4,8,2,1,0,3,4,0.375,6,8,6,3,1,8,1.125,2.66666666666667,0
"win","home",4,3,1,0,4,0,"no","no","yes",29,6,3,8,0,1,1,2,5,0.666666666666667,5,9,8,4,0,8,1.33333333333333,2,1
"loss","home",5,13,-8,1,2,2,"no","no","no",34,8,4,7,2,0,1,3,5,0.625,8.5,9,17,4,0,4,2.33333333333333,1,-13
"win","away",13,5,8,6,0,7,"no","yes","yes",42,17,4,4,5,2,0,7,9,0.764705882352941,22,9,8,4,1,7,1.33333333333333,1.75,-3
"win","home",4,0,4,2,0,2,"yes","yes","yes",29,8,7,0,2,0,0,2,2,0.5,13,9,4,3,0,5,0.777777777777778,1.66666666666667,2
"loss","away",0,4,-4,0,0,0,"no","no","no",30,4,3,5,1,0,0,1,1,0,1.5,8,8,7,0,0,1.875,0,-11
"loss","home",0,8,-8,0,0,0,"no","no","no",32,6,4,14,0,0,0,0,0,0,-3,9,12,4,0,6,1.77777777777778,1.5,-6
"win","away",8,0,8,3,1,4,"yes","yes","yes",35,12,4,6,0,1,0,1,2,0.666666666666667,10,9,6,4,0,14,1.11111111111111,3.5,10
"loss","home",2,10,-8,0,0,2,"no","no","no",35,8,3,8,1,2,0,3,5,0.25,4,9,16,4,0,7,2.22222222222222,1.75,-7
"win","away",10,2,8,2,3,5,"yes","yes","yes",42,16,4,7,5,0,0,5,5,0.625,15.5,9,8,3,0,8,1.22222222222222,2.66666666666667,3
"loss","home",3,5,-2,0,2,1,"no","no","no",35,8,4,6,2,1,1,4,7,0.375,8,9,13,2,0,2,1.66666666666667,1,-5
"win","away",5,3,2,0,2,3,"no","no","no",38,13,2,2,4,1,0,5,6,0.384615384615385,11,9,8,4,1,6,1.33333333333333,1.5,-2
"win","away",6,3,3,3,3,0,"yes","yes","yes",37,11,6,9,3,0,0,3,3,0.545454545454545,10.5,9,7,3,0,4,1.11111111111111,1.33333333333333,-2
"loss","home",3,6,-3,0,2,1,"no","no","no",34,7,3,4,3,0,0,3,3,0.428571428571429,7,9,11,6,0,9,1.88888888888889,1.5,-3
"win","home",5,3,2,2,3,0,"no","no","yes",32,10,2,6,0,2,1,3,7,0.5,7,9,11,4,1,10,1.66666666666667,2.5,2
"loss","away",3,5,-2,2,0,1,"no","no","no",34,11,4,10,1,0,1,2,4,0.272727272727273,4,8,10,2,1,6,1.5,3,-2
"win","home",5,1,4,2,0,3,"yes","yes","yes",31,8,3,5,2,1,0,3,4,0.625,8.5,9,3,1,1,8,0.444444444444444,8,5
"loss","away",1,5,-4,0,0,1,"no","no","no",31,3,1,8,1,0,1,2,4,0.333333333333333,0,8,8,3,0,5,1.375,1.66666666666667,-3
"loss","away",0,3,-3,0,0,0,"no","no","no",32,7,3,8,0,0,0,0,0,0,-1,8,8,0,0,8,1,8,5
"win","home",3,0,3,1,2,0,"yes","yes","yes",31,8,0,8,0,0,0,0,0,0.375,-1,9,7,3,0,8,1.11111111111111,2.66666666666667,5
"loss","home",4,9,-5,1,1,2,"no","no","no",37,8,3,7,0,1,1,2,5,0.5,5.5,10,13,4,0,9,1.7,2.25,-4
"win","away",9,4,5,2,0,2,"no","yes","no",41,13,4,9,0,1,0,1,2,0.692307692307692,9.5,10,8,3,1,7,1.1,2.33333333333333,-1
"loss","home",1,2,-1,0,1,0,"no","no","no",28,5,2,9,0,0,0,0,0,0.2,-1.5,9,7,5,0,8,1.33333333333333,1.6,1
"win","away",2,1,1,0,2,0,"yes","no","yes",29,7,5,8,1,0,0,1,1,0.285714285714286,4,9,5,2,0,9,0.777777777777778,4.5,6
"win","home",4,3,1,0,1,1,"yes","no","no",35,9,4,14,3,0,0,3,3,0.444444444444444,4,10,8,5,1,3,1.3,0.6,-6
"loss","away",3,4,-1,0,1,1,"no","no","no",32,8,5,3,0,0,1,1,3,0.375,7.5,9.66666666666667,9,4,0,14,1.3448275862069,3.5,6
"loss","away",2,3,-1,2,0,0,"yes","yes","no",34,6,3,13,0,0,0,0,0,0.333333333333333,-1.5,9,13,0,0,6,1.44444444444444,6,3
"win","home",3,2,1,1,1,0,"no","no","no",38,13,0,6,1,0,0,1,1,0.230769230769231,1,10,6,3,0,13,0.9,4.33333333333333,8
"win","home",5,2,3,1,2,2,"yes","yes","yes",34,11,1,3,4,0,0,4,4,0.454545454545455,8.5,9,11,0,0,5,1.22222222222222,5,3
"loss","away",2,5,-3,0,2,0,"no","no","no",37,11,0,5,0,0,0,0,0,0.181818181818182,-0.5,8,11,1,0,3,1.5,3,-3
"win","home",9,2,7,6,0,3,"yes","yes","yes",37,15,2,5,4,0,1,5,7,0.6,13.5,9,11,3,0,13,1.55555555555556,4.33333333333333,8
"loss","away",2,9,-7,0,2,0,"no","no","no",37,11,3,13,2,0,0,2,2,0.181818181818182,0.5,8,15,2,1,5,2.125,2.5,-7
"loss","away",1,5,-4,1,0,0,"yes","no","no",35,9,3,7,1,0,0,1,1,0.111111111111111,1.5,8,11,2,1,1,1.625,0.5,-7
"win","home",5,1,4,2,2,1,"no","yes","yes",32,11,2,1,1,0,1,2,4,0.454545454545455,8.5,9,9,3,0,7,1.33333333333333,2.33333333333333,3
"loss","home",2,5,-3,1,1,0,"yes","yes","yes",34,8,3,7,2,0,0,2,2,0.25,3.5,9,13,4,0,8,1.88888888888889,2,-1
"win","away",5,2,3,0,1,4,"no","no","no",37,13,4,8,2,0,0,2,2,0.384615384615385,7,9,8,3,0,7,1.22222222222222,2.33333333333333,2
"win","away",5,0,5,2,1,2,"yes","yes","yes",38,12,2,5,3,0,1,4,6,0.416666666666667,8.5,9,8,1,0,11,1,11,10
"loss","home",0,5,-5,0,0,0,"no","no","no",35,8,1,11,1,0,0,1,1,0,-3.5,9,12,2,1,5,1.55555555555556,2.5,-3
"win","away",3,0,3,0,1,2,"yes","no","yes",32,5,6,10,0,0,2,2,6,0.6,6,9,4,1,0,8,0.555555555555556,8,7
